City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
380,atikokan,92,CA,1547424223,79,48.76,-91.62,26.07,7.56
381,sakaiminato,75,JP,1547420400,100,35.55,133.23,35.6,3.36
382,mecca,92,SA,1547424112,94,21.43,39.83,70.57,1.41
383,kiama,20,AU,1547422140,69,-34.67,150.86,77.0,5.82
384,hami,80,CN,1547423866,64,42.84,93.51,10.27,5.99
385,kedrovyy,56,RU,1547422200,75,56.17,91.82,-18.41,2.24
386,sawakin,0,SD,1547420400,94,19.1,37.33,73.4,3.36
387,cap-aux-meules,90,CA,1547420400,73,47.38,-61.86,21.2,16.11
388,tamayo,20,DO,1547420400,74,18.4,-71.2,80.6,6.93
389,sioux lookout,90,CA,1547421360,92,50.1,-91.92,24.8,8.05
390,ola,76,RU,1547424226,100,59.58,151.3,8.11,7.45
391,beaupre,5,CA,1547420400,77,47.04,-70.9,5.0,11.41
392,yurecuaro,48,MX,1547424227,72,20.33,-102.3,63.64,1.86
393,bella union,32,CO,1547424227,87,8.5,-73.35,67.69,2.19
394,puerto escondido,40,MX,1547419200,66,15.86,-97.07,86.0,9.17
395,maldonado,75,UY,1547420400,88,-34.91,-54.96,71.6,13.87
396,manaure,20,CO,1547420400,69,11.78,-72.45,82.4,6.93
397,north bend,1,US,1547420160,66,43.41,-124.22,59.0,5.82
398,vincennes,90,US,1547423580,77,38.68,-87.53,35.06,9.17
399,sao filipe,48,CV,1547423748,97,14.9,-24.5,72.33,12.03
400,namatanai,48,PG,1547423782,100,-3.66,152.44,81.01,12.26
401,aksu,0,KZ,1547422200,91,52.04,76.93,-0.41,13.42
402,umm kaddadah,8,SD,1547424229,25,13.6,26.69,59.82,11.7
403,sarahan,0,IN,1547424230,100,31.51,77.79,-20.15,2.42
404,praia da vitoria,40,PT,1547420400,82,38.73,-27.07,59.0,14.61
405,bubaque,0,GW,1547423790,98,11.28,-15.83,79.98,8.01
406,aquiraz,75,BR,1547420400,88,-3.9,-38.39,80.6,3.36
407,la macarena,20,CO,1547424231,51,2.18,-73.79,82.27,2.19
408,show low,90,US,1547422500,80,34.25,-110.03,37.04,5.82
409,ocean city,90,US,1547423760,71,30.44,-86.61,51.08,4.7
410,dona ines,24,BR,1547424232,84,-6.62,-35.63,76.42,6.22
411,ibimirim,64,BR,1547424232,90,-8.54,-37.69,70.84,3.53
412,mpongwe,92,ZM,1547424232,99,-13.51,28.16,64.23,4.76
413,port blair,40,IN,1547420400,88,11.67,92.75,78.8,4.7
414,clyde river,1,CA,1547423100,66,70.47,-68.59,-31.01,6.93
415,port moresby,40,PG,1547420400,79,-9.47,147.16,84.2,11.41
416,nioro,0,GM,1547424233,36,13.79,-15.05,72.78,8.46
417,caravelas,88,BR,1547423818,100,-17.73,-39.27,79.93,14.27
418,solnechnyy,32,RU,1547424234,52,50.72,136.64,-18.08,2.53
419,pitimbu,0,BR,1547420400,83,-7.47,-34.81,78.8,8.05
420,berlevag,75,NO,1547419800,86,70.86,29.09,28.4,4.7
421,pangkalanbuun,68,ID,1547424235,100,-2.68,111.62,73.68,4.21
422,englehart,1,CA,1547420400,83,47.82,-79.87,-4.01,3.36
423,guacimo,20,CO,1547420400,74,8.09,-76.36,82.4,16.11
424,tibacuy,75,CO,1547420400,72,4.35,-74.45,59.0,8.05
425,adana,0,TR,1547421600,61,37.0,35.33,46.4,6.93
426,hohhot,0,CN,1547420400,70,40.81,111.65,1.4,4.47
427,polyarnyy,75,RU,1547422200,85,69.2,33.45,14.0,2.24
428,gorontalo,12,ID,1547424237,88,0.54,123.06,77.5,2.3
429,fatehpur,0,PK,1547424238,94,31.18,71.21,44.2,6.55
430,husavik,76,CA,1547424238,91,50.56,-96.99,15.13,4.43
431,nemuro,20,JP,1547422200,92,43.32,145.57,5.0,3.36
432,isla vista,90,US,1547422500,62,34.41,-119.86,60.08,8.05
433,kuldur,88,RU,1547423971,76,49.22,131.63,-0.98,2.53
434,kropotkin,48,RU,1547424239,100,45.43,40.58,25.39,2.98
435,ereymentau,36,KZ,1547424239,78,51.62,73.1,16.98,12.26
436,ambilobe,8,MG,1547423851,93,-13.19,49.05,68.37,2.19
437,rosario,76,UY,1547424017,98,-34.31,-57.35,70.48,3.98
438,zachepylivka,88,UA,1547424240,91,49.2,35.24,24.94,11.7
439,tual,36,ID,1547423838,100,-5.67,132.75,80.92,10.02
440,lagunillas,92,VE,1547424241,93,8.5,-71.39,59.32,0.4
441,sept-iles,20,CA,1547420400,65,50.2,-66.38,6.8,8.05
442,gunnedah,44,AU,1547422200,26,-30.98,150.25,84.2,5.82
443,buchanan,20,LR,1547422200,94,5.88,-10.05,75.2,9.91
444,ossora,8,RU,1547424242,80,59.24,163.07,-4.58,3.42
445,oranjestad,40,AW,1547420400,78,12.52,-70.03,78.8,14.99
446,pacific grove,1,US,1547423640,59,36.62,-121.92,62.96,9.01
447,narbonne,0,FR,1547422200,71,43.18,3.0,57.2,36.91
448,liverpool,75,GB,1547421600,75,53.41,-2.98,46.4,23.04
449,roma,40,IT,1547421600,87,41.89,12.48,44.6,4.7
450,vila praia de ancora,0,PT,1547422200,93,41.81,-8.85,42.8,2.24
451,whyalla,0,AU,1547420400,54,-33.04,137.58,80.6,8.05
452,touros,40,BR,1547420400,83,-5.2,-35.46,80.6,11.41
453,rorvik,40,NO,1547419800,79,64.86,11.24,28.4,4.7
454,morro bay,1,US,1547420160,59,35.37,-120.85,59.0,9.17
455,birakan,88,RU,1547423971,76,49.02,131.7,-0.98,2.53
456,palmer,0,AU,1547422200,39,-34.85,139.16,82.4,4.7
457,khani,75,GE,1547422200,83,41.96,42.96,39.2,5.82
458,portland,20,US,1547420160,42,45.52,-122.67,53.96,17.22
459,santa maria,75,BR,1547420400,88,-29.69,-53.81,75.2,11.41
460,amqui,75,CA,1547420400,66,48.47,-67.43,12.2,11.41
461,krasnyy,88,RU,1547424247,89,53.81,40.7,22.38,13.38
462,okhotsk,0,RU,1547424248,100,59.36,143.24,-12.59,8.23
463,monrovia,20,LR,1547422200,94,6.33,-10.8,75.2,7.11
464,carbonia,40,IT,1547423400,81,39.17,8.53,53.6,11.41
465,labuhan,80,ID,1547423811,97,-2.54,115.51,72.6,0.96
466,gat,12,SN,1547422200,78,14.69,-16.54,71.6,13.87
467,hun,92,BE,1547423400,87,50.34,4.87,46.4,11.41
468,taman,36,RU,1547422200,100,45.22,36.72,32.0,6.71
469,qandala,0,SO,1547424251,100,11.47,49.87,57.88,3.76
470,xichang,0,CN,1547424251,19,27.88,102.25,45.82,2.86
471,rosario do sul,56,BR,1547424251,94,-30.26,-54.91,76.15,5.88
472,manaus,40,BR,1547420400,83,-3.13,-59.98,78.8,3.36
473,santiago del estero,92,AR,1547424017,93,-27.8,-64.26,73.32,11.25
474,rio cuarto,40,AR,1547420400,69,-33.13,-64.35,75.2,13.87
475,san quintin,8,PH,1547423437,82,17.54,120.52,67.78,3.76
476,nortelandia,36,BR,1547424253,80,-14.45,-56.8,75.79,6.22
477,pampa,90,US,1547423700,86,35.54,-100.96,35.42,4.7
478,mill valley,1,US,1547423580,66,37.91,-122.55,62.06,11.41
479,boueni,40,YT,1547422200,94,-12.9,45.08,78.8,4.7
480,sychevka,80,RU,1547424078,92,55.83,34.27,25.75,14.5
481,sorland,68,NO,1547424254,100,67.67,12.69,34.12,5.88
482,nakusp,0,CA,1547424254,89,50.24,-117.8,23.86,1.74
483,goure,0,NE,1547424255,46,13.98,10.27,59.68,10.69
484,merta,0,IN,1547424255,75,26.65,74.03,51.76,10.25
485,hornepayne,92,CA,1547424255,83,49.22,-84.78,25.17,11.25
486,barcelos,0,PT,1547422200,86,41.53,-8.62,41.0,2.24
487,arinos,64,BR,1547424256,54,-15.92,-46.11,78.22,4.76
488,bilma,0,NE,1547424256,23,18.69,12.92,48.12,11.14
489,mersing,68,MY,1547424256,92,2.43,103.84,79.3,10.58
490,kozhva,92,RU,1547424017,78,65.11,57.05,15.45,9.69
491,santa ana,20,SV,1547419800,44,13.99,-89.56,80.6,11.41
492,elliot,24,ZA,1547424257,90,-31.33,27.85,49.92,2.98
493,sinnamary,100,GF,1547424257,95,5.38,-52.96,79.08,8.46
494,carutapera,68,BR,1547424258,91,-1.2,-46.02,78.58,6.44
495,lithakia,88,GR,1547421600,93,37.72,20.83,44.6,2.24
496,jijiga,0,ET,1547424258,81,9.35,42.8,38.67,2.86
497,mocuba,92,MZ,1547424258,94,-16.84,36.99,74.08,4.21
498,nawa,0,IN,1547424259,93,27.02,75.0,46.68,7.78
499,abong mbang,8,CM,1547424259,76,3.98,13.18,71.29,3.98
500,kalaleh,36,IR,1547420400,27,37.38,55.49,64.4,16.11
501,colares,0,PT,1547420400,70,38.8,-9.45,48.2,4.7
502,biloela,12,AU,1547424260,54,-24.4,150.51,81.64,11.7
503,hamilton,75,BM,1547420100,72,32.3,-64.78,64.4,11.41
504,petropavlovsk-kamchatskiy,75,RU,1547422200,77,53.05,158.65,6.8,8.95
505,yulara,0,AU,1547420400,14,-25.24,130.99,96.8,9.17
506,batagay,12,RU,1547424261,0,67.65,134.64,-56.6,2.53
507,vestmannaeyjar,48,IS,1547423794,100,63.44,-20.27,28.77,3.98
508,digapahandi,0,IN,1547424261,82,19.37,84.57,55.09,3.42
509,umiray,88,PH,1547424261,97,15.22,121.41,72.37,5.32
510,verkhoyansk,20,RU,1547424262,0,67.55,133.39,-53.18,2.64
511,northam,92,GB,1547419800,65,51.04,-4.21,46.4,9.17
512,madimba,40,CM,1547420400,94,4.42,9.93,78.8,6.78
513,santiago de las vegas,75,CU,1547420100,65,22.97,-82.39,77.0,8.05
514,atasu,24,KZ,1547423858,80,48.68,71.64,17.52,16.62
515,maceio,40,BR,1547420400,78,-9.67,-35.74,78.8,4.7
516,aldan,56,RU,1547424263,74,58.61,125.39,-12.19,2.75
517,srednekolymsk,64,RU,1547423820,37,67.46,153.71,-24.38,5.21
518,hervey bay,40,AU,1547420400,51,-25.3,152.85,84.2,19.46
519,asino,80,RU,1547424139,80,57.0,86.14,6.72,12.59
520,talnakh,76,RU,1547423809,72,69.49,88.39,-10.79,24.23
521,atar,0,MR,1547424265,21,20.52,-13.05,61.12,7.9
522,pontianak,40,ID,1547422200,100,-0.02,109.34,73.4,4.43
523,sao sebastiao,20,BR,1547424265,88,-3.15,-58.36,77.73,4.65
524,sosnovo-ozerskoye,0,RU,1547424265,47,52.53,111.54,-18.13,10.47
525,maxixe,12,MZ,1547424016,100,-23.86,35.35,79.57,7.0
526,bayan,0,MN,1547424266,50,47.25,107.54,-20.24,8.57
527,teknaf,8,BD,1547424266,97,20.86,92.31,53.65,2.98
528,ust-nera,24,RU,1547423986,0,64.57,143.24,-51.74,0.85
529,beisfjord,64,NO,1547421600,91,68.38,17.6,3.2,9.17
530,along,0,IN,1547424267,52,28.17,94.8,46.18,2.42
531,taiping,75,MY,1547420400,94,4.85,100.74,73.4,4.7
532,hachinohe,0,JP,1547424268,72,40.47,141.48,23.05,3.53
533,dolores,12,AR,1547424268,79,-36.31,-57.68,70.98,9.01
534,umm lajj,68,SA,1547424268,100,25.02,37.27,63.55,11.81
535,gazojak,56,TM,1547423992,89,41.19,61.4,36.1,11.25
